"provided","standard"
"Toronto",NA
"Vancouver Coastal",NA
"Middlesex-London",NA
"Interior",NA
"Fraser",NA
"Montréal",NA
"York",NA
"Durham",NA
"Laurentides",NA
"Waterloo",NA
"Peel",NA
"Calgary",NA
"Montérégie",NA
"Edmonton",NA
"Sudbury",NA
"Ottawa",NA
"Halton",NA
"Mauricie",NA
"Central",NA
"Island",NA
"Hamilton",NA
"Simcoe Muskoka",NA
"Saskatoon",NA
"Winnipeg",NA
"Chaudière-Appalaches",NA
"Estrie",NA
"Zone 1 (Moncton area)",NA
"Niagara",NA
"Haliburton Kawartha Pineridge",NA
"Huron Perth",NA
"Northwestern",NA
"Eastern",NA
"Lanaudière",NA
"Prince Edward Island",NA
"Labrador-Grenfell",NA
"Not Reported",NA
"Interlake-Eastern",NA
"Zone 1 - Western",NA
"Zone 4 - Central",NA
"Capitale-Nationale",NA
"Far North",NA
"Regina",NA
"Zone 3 (Fredericton area)",NA
"Grey Bruce",NA
"Peterborough",NA
"Wellington Dufferin Guelph",NA
"Zone 2 (Saint John area)",NA
"North",NA
"South",NA
"Kingston Frontenac Lennox & Addington",NA
"Northern",NA
"Southern Health",NA
"Chatham-Kent",NA
"Brant",NA
"Algoma",NA
"Outaouais",NA
"Bas-Saint-Laurent",NA
"Laval",NA
"Hastings Prince Edward",NA
"Nord-du-Québec",NA
"Porcupine",NA
"Windsor-Essex",NA
"Saguenay",NA
"NWT",NA
"Southwestern",NA
"Yukon",NA
"Abitibi-Témiscamingue",NA
"Gaspésie-Îles-de-la-Madeleine",NA
"Côte-Nord",NA
"Timiskaming",NA
"Prairie Mountain",NA
"Western",NA
"Zone 4 (Edmundston area)",NA
"North Bay Parry Sound",NA
"Lambton",NA
"Leeds Grenville and Lanark",NA
"Haldimand-Norfolk",NA
"Renfrew",NA
"Thunder Bay",NA
"Terres-Cries-de-la-Baie-James",NA
"Zone 5 (Campbellton area)",NA
"Nunavik",NA
"Zone 7 (Miramichi area)",NA
"Zone 6 (Bathurst area)",NA
"Zone 2 - Northern",NA
"Zone 3 - Eastern",NA
